hora;direcao;linha
22:25:17.528;RX;".000;0;0;0;0;0;0"
22:25:17.529;RX;".000;0;0;0;0;0;0"
22:25:17.529;RX;".000;0;0;0;0;0;0"
22:25:17.530;RX;".000;0;0;0;0;0;0"
22:25:17.531;RX;".000;0;0;0;0;0;0"
22:25:17.531;RX;".000;0;0;0;0;0;0"
22:25:17.533;RX;".000;0;0;0;0;0;0"
22:25:17.533;RX;".000;0;0;0;0;0;0"
22:25:17.534;RX;".000;0;0;0;0;0;0"
22:25:17.534;RX;".000;0;0;0;0;0;0"
22:25:17.535;RX;".000;0;0;0;0;0;0"
22:25:17.536;RX;".000;0;0;0;0;0;0"
22:25:17.536;RX;".000;0;0;0;0;0;0"
22:25:17.537;RX;".000;0;0;0;0;0;0"
22:25:17.538;RX;".000;0;0;0;0;0;0"
22:25:17.538;RX;".000;0;0;0;0;0;0"
22:25:17.539;RX;".000;0;0;0;0;0;0"
22:25:17.545;RX;".000;0;0;0;0;0;0"
22:25:17.545;RX;".000;0;0;0;0;0;0"
22:25:17.546;RX;".000;0;0;0;0;0;0"
22:25:17.547;RX;".000;0;0;0;0;0;0"
22:25:17.548;RX;".000;0;0;0;0;0;0"
22:25:17.548;RX;".000;0;0;0;0;0;0"
22:25:17.549;RX;".000;0;0;0;0;0;0"
22:25:17.550;RX;".000;0;0;0;0;0;0"
22:25:17.550;RX;".000;0;0;0;0;0;0"
22:25:17.550;RX;".000;0;0;0;0;0;0"
22:25:17.551;RX;".000;0;0;0;0;0;0"
22:25:17.552;RX;".000;0;0;0;0;0;0"
22:25:17.552;RX;".000;0;0;0;0;0;0"
22:25:17.554;RX;".000;0;0;0;0;0;0"
22:25:17.554;RX;".000;0;0;0;0;0;0"
22:25:17.554;RX;".000;0;0;0;0;0;0"
22:25:17.555;RX;".000;0;0;0;0;0;0"
22:25:17.555;RX;".000;0;0;0;0;0;0"
22:25:17.556;RX;".000;0;0;0;0;0;0"
22:25:17.557;RX;".000;0;0;0;0;0;0"
22:25:17.557;RX;".000;0;0;0;0;0;0"
