22:14:23.334;0.000;8.366
22:14:23.439;0.000;8.699
22:14:23.546;0.000;8.723
22:14:23.658;0.000;8.605
22:14:23.766;0.000;8.326
22:14:23.873;0.000;8.440
22:14:23.982;0.000;9.118
22:14:24.090;0.000;8.379
22:14:24.092;0.000;9.036
22:14:24.202;0.000;8.810
22:14:24.312;0.000;8.369
22:14:24.424;30.000;8.289
22:14:24.535;30.000;8.506
22:14:24.641;30.000;8.536
22:14:24.747;30.000;9.044
22:14:24.858;30.000;8.989
22:14:24.969;30.000;9.258
22:14:25.079;30.000;9.514
22:14:25.188;30.000;9.901
22:14:25.190;30.000;9.914
22:14:25.298;30.000;10.070
22:14:25.406;30.000;10.134
22:14:25.515;30.000;10.380
22:14:25.622;30.000;10.580
22:14:25.729;30.000;10.817
22:14:25.834;30.000;10.852
22:14:25.943;30.000;10.860
22:14:26.053;30.000;11.213
22:14:26.159;30.000;11.331
22:14:26.264;30.000;11.564
22:14:26.369;30.000;11.604
22:14:26.474;30.000;11.388
22:14:26.579;30.000;11.850
22:14:26.686;30.000;11.833
22:14:26.688;30.000;11.966
22:14:26.796;30.000;12.875
22:14:26.906;30.000;12.486
22:14:27.016;30.000;12.477
22:14:27.124;30.000;12.796
22:14:27.233;30.000;13.074
22:14:27.343;30.000;13.066
22:14:27.452;30.000;12.781
22:14:27.561;30.000;13.376
22:14:27.672;30.000;13.343
22:14:27.781;30.000;13.266
22:14:27.892;30.000;13.565
22:14:27.894;30.000;13.744
22:14:28.003;30.000;13.771
22:14:28.113;30.000;14.484
22:14:28.223;30.000;14.123
22:14:28.329;30.000;14.247
22:14:28.440;30.000;14.351
22:14:28.551;30.000;14.519
22:14:28.659;30.000;14.518
22:14:28.768;30.000;14.405
22:14:28.878;30.000;14.593
22:14:28.987;30.000;14.768
22:14:28.990;30.000;14.469
22:14:29.096;30.000;15.006
22:14:29.207;30.000;15.014
22:14:29.317;30.000;15.085
22:14:29.429;30.000;15.181
22:14:29.541;30.000;15.066
22:14:29.651;30.000;15.239
22:14:29.763;30.000;15.596
22:14:29.875;30.000;15.451
22:14:29.985;30.000;15.614
22:14:30.097;30.000;15.782
22:14:30.100;30.000;16.087
22:14:30.207;30.000;15.754
22:14:30.317;30.000;15.836
22:14:30.427;30.000;16.434
22:14:30.535;30.000;16.296
22:14:30.647;30.000;16.243
