52:15.2;RX;99;0;0;0.099;0
52:15.2;RX;199;0;0;0.199;0
52:15.3;RX;299;0;0;0.299;0
52:15.4;RX;399;0;0;0.399;0
52:15.5;RX;499;0;0;0.499;0
52:15.6;RX;599;0;0;0.599;0
52:15.7;RX;699;0;0;0.699;0
52:15.8;RX;799;0;0;0.799;0
52:15.9;RX;899;0;0;0.899;0
52:16.1;RX;999;0;0;0.999;0
52:16.2;RX;1099;0;0;1.099;0
52:16.3;RX;1199;0;0;1.199;0
52:16.4;RX;1299;0;0.033;1.299;0
52:16.4;RX;1399;0;0;1.399;0
52:16.5;RX;1499;0;0;1.499;0
52:16.6;RX;1599;0;0;1.599;0
52:16.7;RX;1699;0;0;1.699;0
52:16.8;RX;1799;0;0;1.799;0
