20:28:09.518;ms;SP;FB
20:28:19.791;10599;30.000;13.853
20:28:19.896;10699;30.000;13.838
20:28:20.001;10799;30.000;14.076
20:28:20.004;10899;30.000;13.958
20:28:20.106;10999;30.000;14.077
20:28:20.211;11099;30.000;14.243
20:28:20.316;11199;30.000;14.473
20:28:20.421;11299;30.000;14.456
20:28:20.526;11399;30.000;14.438
20:28:20.631;11499;30.000;15.109
20:28:20.736;11599;30.000;14.477
20:28:20.840;11699;30.000;14.831
20:28:20.945;11799;30.000;15.293
20:28:21.051;11899;30.000;14.812
20:28:21.156;11999;30.000;14.689
20:28:21.263;12099;30.000;15.340
20:28:21.371;12199;30.000;14.812
20:28:21.476;12299;30.000;15.550
20:28:21.585;12399;30.000;15.602
20:28:21.691;12500;30.000;15.129
20:28:21.801;12599;30.000;15.736
20:28:21.803;12699;30.000;15.576
20:28:21.909;12799;30.000;15.617
20:28:22.021;12899;30.000;16.130
20:28:22.131;12999;30.000;16.154
20:28:22.242;13099;30.000;15.772
20:28:22.353;13199;30.000;15.967
20:28:22.461;13299;30.000;16.003
20:28:22.566;13399;30.000;16.136
20:28:22.672;13499;30.000;16.040
20:28:22.781;13599;30.000;16.475
20:28:22.888;13699;30.000;16.553
20:28:22.999;13799;30.000;16.130
20:28:23.113;13899;30.000;16.487
20:28:23.116;13999;30.000;16.383
20:28:23.224;14099;30.000;16.385
20:28:23.335;14199;30.000;16.852
20:28:23.443;14299;30.000;16.146
20:28:23.551;14399;30.000;16.223
20:28:23.659;14499;30.000;17.050
20:28:23.766;14599;30.000;17.080
20:28:23.871;14699;30.000;16.541
20:28:23.979;14799;30.000;16.554
20:28:24.089;14899;30.000;16.713
20:28:24.199;14999;30.000;16.268
20:28:24.310;15099;30.000;16.655
20:28:24.312;15199;30.000;16.753
20:28:24.420;15299;30.000;16.814
20:28:24.526;15399;30.000;16.578
20:28:24.632;15499;30.000;16.489
20:28:24.738;15599;30.000;16.643
20:28:24.843;15699;30.000;16.666
20:28:24.952;15799;30.000;16.626
20:28:25.063;15899;30.000;16.581
20:28:25.174;15999;30.000;16.492
20:28:25.283;16099;30.000;16.958
20:28:25.395;16199;30.000;16.683
20:28:25.504;16299;30.000;16.791
20:28:25.508;16399;30.000;16.566
20:28:25.611;16499;30.000;16.713
20:28:25.716;16599;30.000;16.776
20:28:25.821;16699;30.000;16.846
20:28:25.926;16799;50.000;16.692
20:28:26.033;16899;50.000;16.834
20:28:26.144;16999;50.000;17.304
20:28:26.255;17099;50.000;17.718
20:28:26.364;17199;50.000;17.934
20:28:26.471;17299;50.000;18.435
20:28:26.576;17399;50.000;18.891
20:28:26.688;17499;50.000;19.255
20:28:26.796;17599;50.000;19.566
20:28:26.908;17699;50.000;20.046
20:28:26.910;17799;50.000;20.429
20:28:27.017;17899;50.000;20.647
20:28:27.128;17999;50.000;20.998
20:28:27.239;18099;50.000;21.148
20:28:27.352;18199;50.000;21.688
20:28:27.462;18299;50.000;22.012
20:28:27.574;18399;50.000;22.608
20:28:27.681;18499;50.000;22.711
20:28:27.786;18599;50.000;22.850
20:28:27.891;18699;50.000;23.344
20:28:27.996;18799;50.000;23.439
20:28:28.101;18899;50.000;23.295
20:28:28.103;18999;50.000;24.267
20:28:28.213;19099;50.000;24.376
20:28:28.326;19199;50.000;24.541
20:28:28.436;19299;50.000;25.026
20:28:28.545;19399;50.000;25.323
20:28:28.656;19499;50.000;25.538
20:28:28.767;19599;50.000;26.003
20:28:28.872;19699;50.000;26.493
20:28:28.979;19799;50.000;25.914
20:28:29.090;19899;50.000;26.819
20:28:29.196;19999;50.000;26.952
20:28:29.301;20099;50.000;27.248
20:28:29.303;20199;50.000;27.122
20:28:29.406;20299;50.000;27.784
20:28:29.511;20399;50.000;27.860
20:28:29.616;20499;50.000;28.474
20:28:29.721;20599;50.000;28.380
20:28:29.826;20699;50.000;28.451
20:28:29.931;20799;50.000;28.413
20:28:30.036;20899;50.000;29.022
20:28:30.141;20999;50.000;29.252
20:28:30.246;21099;50.000;29.467
20:28:30.351;21199;50.000;29.714
20:28:30.456;21299;50.000;29.923
20:28:30.561;21399;50.000;29.538
20:28:30.666;21499;50.000;29.431
20:28:30.771;21599;50.000;30.695
20:28:30.876;21699;50.000;30.726
20:28:30.981;21799;50.000;30.319
20:28:31.086;21899;50.000;31.027
20:28:31.194;21999;50.000;31.186
20:28:31.301;22099;50.000;30.782
20:28:31.305;22199;50.000;31.233
20:28:31.411;22299;50.000;32.019
20:28:31.522;22399;50.000;32.026
20:28:31.630;22499;50.000;32.078
20:28:31.741;22599;50.000;31.958
20:28:31.849;22699;50.000;31.912
20:28:31.958;22799;50.000;32.305
20:28:32.070;22899;50.000;32.534
20:28:32.176;22999;50.000;32.697
20:28:32.281;23099;50.000;32.984
20:28:32.386;23199;50.000;33.025
20:28:32.491;23299;50.000;33.048
20:28:32.601;23399;50.000;33.443
20:28:32.602;23499;50.000;33.431
20:28:32.706;23599;50.000;33.493
20:28:32.818;23699;50.000;33.063
20:28:32.927;23799;50.000;33.438
20:28:33.034;23899;50.000;34.233
20:28:33.144;23999;50.000;34.309
20:28:33.251;24099;50.000;34.199
20:28:33.356;24199;50.000;34.102
20:28:33.461;24299;50.000;34.032
20:28:33.566;24399;50.000;34.415
20:28:33.670;24499;50.000;34.668
20:28:33.776;24599;50.000;34.837
20:28:33.881;24699;50.000;35.088
20:28:33.986;24799;50.000;35.326
20:28:34.095;24899;50.000;34.686
20:28:34.201;24999;50.000;35.446
20:28:34.203;25099;50.000;34.920
20:28:34.313;25199;50.000;35.136
20:28:34.423;25299;50.000;35.840
20:28:34.535;25399;50.000;35.601
20:28:34.646;25499;50.000;35.768
20:28:34.756;25599;50.000;35.755
20:28:34.861;25699;50.000;35.930
20:28:34.970;25799;50.000;35.968
20:28:35.076;25899;50.000;36.169
20:28:35.182;25999;50.000;36.242
20:28:35.291;26099;50.000;36.131
20:28:35.401;26199;50.000;36.772
20:28:35.404;26299;50.000;36.115
20:28:35.506;26399;50.000;36.874
20:28:35.616;26499;50.000;36.456
20:28:35.721;26599;50.000;36.565
20:28:35.826;26699;50.000;36.986
20:28:35.935;26799;50.000;37.149
20:28:36.041;26899;50.000;37.398
20:28:36.146;26999;50.000;37.042
20:28:36.251;27099;50.000;37.041
20:28:36.360;27199;50.000;37.094
20:28:36.472;27299;50.000;37.565
20:28:36.581;27399;50.000;37.327
20:28:36.692;27499;50.000;37.586
20:28:36.804;27599;50.000;37.737
20:28:36.807;27699;50.000;37.834
20:28:36.915;27799;50.000;37.650
20:28:37.026;27899;50.000;37.426
20:28:37.138;27999;50.000;37.994
20:28:37.245;28099;50.000;38.087
20:28:37.353;28199;50.000;37.646
20:28:37.464;28299;50.000;38.399
20:28:37.571;28399;50.000;37.950
20:28:37.676;28499;50.000;38.047
20:28:37.781;28600;50.000;38.459
20:28:37.890;28699;50.000;37.809
20:28:38.002;28799;50.000;38.238
20:28:38.004;28899;50.000;38.457
20:28:38.112;28999;50.000;38.718
20:28:38.223;29099;50.000;38.740
20:28:38.333;29199;50.000;38.354
20:28:38.446;29299;50.000;38.368
20:28:38.558;29399;50.000;38.472
20:28:38.669;29499;50.000;38.386
20:28:38.779;29599;50.000;38.585
20:28:38.888;29699;50.000;38.416
20:28:38.996;29799;50.000;38.563
20:28:39.103;29899;50.000;38.514
20:28:39.106;29999;50.000;38.967
20:28:39.211;30099;50.000;38.394
20:28:39.319;30199;50.000;39.109
20:28:39.426;30299;50.000;38.907
20:28:39.532;30399;50.000;38.826
20:28:39.640;30499;50.000;38.479
20:28:39.746;30599;50.000;39.225
20:28:39.851;30699;50.000;38.735
20:28:39.956;30799;50.000;38.947
20:28:40.061;30899;50.000;38.811
20:28:40.170;30999;50.000;38.748
20:28:40.276;31099;50.000;38.958
20:28:40.384;31199;70.000;39.207
20:28:40.491;31299;70.000;39.297
20:28:40.596;31399;70.000;39.727
20:28:40.704;31499;70.000;40.068
20:28:40.707;31599;70.000;40.221
20:28:40.811;31699;70.000;40.756
20:28:40.918;31799;70.000;41.468
20:28:41.026;31899;70.000;41.020
20:28:41.131;31999;70.000;42.104
20:28:41.237;32099;70.000;42.151
20:28:41.341;32199;70.000;42.339
20:28:41.450;32299;70.000;42.952
20:28:41.562;32399;70.000;43.158
20:28:41.674;32500;70.000;43.758
20:28:41.783;32599;70.000;43.588
20:28:41.894;32699;70.000;43.819
20:28:42.002;32799;70.000;44.823
20:28:42.004;32899;70.000;45.238
20:28:42.121;32999;70.000;44.943
20:28:42.227;33099;70.000;45.038
20:28:42.331;33199;70.000;45.539
20:28:42.437;33299;70.000;46.317
20:28:42.545;33399;70.000;45.974
20:28:42.654;33499;70.000;45.835
20:28:42.761;33599;70.000;46.862
20:28:42.871;33699;70.000;46.889
20:28:42.981;33799;70.000;47.421
20:28:43.088;33899;70.000;47.623
20:28:43.200;33999;70.000;47.938
20:28:43.309;34099;70.000;48.095
20:28:43.312;34199;70.000;48.342
20:28:43.419;34299;70.000;48.736
20:28:43.531;34399;70.000;49.314
20:28:43.642;34499;70.000;49.554
20:28:43.755;34599;70.000;49.539
20:28:43.866;34699;70.000;49.607
20:28:43.976;34799;70.000;50.116
20:28:44.081;34899;70.000;51.031
20:28:44.186;34999;70.000;50.555
20:28:44.291;35099;70.000;50.587
20:28:44.396;35199;70.000;50.267
20:28:44.501;35299;70.000;50.409
20:28:44.502;35399;70.000;51.213
20:28:44.612;35499;70.000;51.201
20:28:44.722;35599;70.000;51.418
20:28:44.834;35699;70.000;51.927
20:28:44.946;35799;70.000;51.862
20:28:45.056;35899;70.000;52.009
20:28:45.166;35999;70.000;52.434
20:28:45.274;36099;70.000;52.464
20:28:45.383;36199;70.000;52.980
20:28:45.495;36299;70.000;52.721
20:28:45.604;36399;70.000;52.307
20:28:45.606;36499;70.000;52.933
20:28:45.712;36599;70.000;53.685
20:28:45.824;36699;70.000;53.294
20:28:45.937;36799;70.000;53.975
20:28:46.047;36899;70.000;53.412
20:28:46.158;36999;70.000;53.732
20:28:46.269;37099;70.000;53.476
20:28:46.376;37199;70.000;54.085
20:28:46.488;37299;70.000;54.301
20:28:46.597;37399;70.000;54.587
20:28:46.709;37499;70.000;53.966
20:28:46.712;37599;70.000;54.682
20:28:46.818;37699;70.000;54.341
20:28:46.927;37799;70.000;54.991
20:28:47.039;37899;70.000;55.414
20:28:47.150;37999;70.000;54.797
20:28:47.258;38099;70.000;55.588
20:28:47.366;38199;70.000;55.523
20:28:47.471;38299;70.000;55.123
20:28:47.576;38399;70.000;55.412
20:28:47.687;38499;70.000;55.199
20:28:47.799;38599;70.000;56.021
20:28:47.909;38699;70.000;55.556
20:28:47.914;38799;70.000;55.737
20:28:48.020;38899;70.000;56.142
20:28:48.131;38999;70.000;56.434
20:28:48.242;39099;70.000;56.684
20:28:48.354;39199;70.000;56.893
20:28:48.462;39299;70.000;56.673
20:28:48.571;39399;70.000;56.322
20:28:48.676;39499;70.000;57.400
20:28:48.784;39599;70.000;57.282
20:28:48.890;39699;70.000;56.832
20:28:48.996;39799;70.000;57.229
20:28:49.107;39900;70.000;57.875
20:28:49.108;39999;70.000;57.733
20:28:49.218;40099;70.000;57.568
20:28:49.329;40199;70.000;57.632
20:28:49.442;40299;70.000;57.805
20:28:49.554;40399;70.000;57.926
20:28:49.663;40499;70.000;58.136
20:28:49.771;40599;70.000;58.246
20:28:49.880;40699;70.000;57.938
20:28:49.986;40799;70.000;58.583
20:28:50.095;40899;70.000;58.104
20:28:50.203;40999;70.000;58.364
20:28:50.207;41099;70.000;58.470
20:28:50.315;41199;70.000;58.845
20:28:50.428;41299;70.000;59.154
20:28:50.539;41399;70.000;58.953
20:28:50.645;41499;70.000;58.720
20:28:50.751;41599;70.000;59.031
20:28:50.855;41699;70.000;58.805
20:28:50.960;41799;70.000;58.911
20:28:51.066;41899;70.000;59.195
20:28:51.171;41999;70.000;58.862
20:28:51.279;42099;70.000;59.154
20:28:51.390;42199;70.000;59.278
20:28:51.502;42299;70.000;59.272
20:28:51.504;42399;70.000;59.109
20:28:51.614;42499;70.000;59.409
20:28:51.721;42600;70.000;59.784
20:28:51.829;42699;70.000;59.239
20:28:51.940;42799;70.000;59.491
20:28:52.049;42899;70.000;59.478
20:28:52.159;42999;70.000;59.253
20:28:52.268;43099;70.000;59.250
20:28:52.377;43199;70.000;59.626
20:28:52.489;43299;70.000;59.472
20:28:52.600;43399;70.000;59.890
20:28:52.603;43499;70.000;59.665
20:28:52.706;43599;70.000;59.425
20:28:52.814;43699;70.000;59.833
20:28:52.922;43799;70.000;59.742
20:28:53.034;43899;70.000;59.873
20:28:53.146;43999;70.000;59.820
20:28:53.257;44099;70.000;59.514
20:28:53.364;44199;70.000;59.889
20:28:53.471;44299;70.000;59.961
20:28:53.576;44399;70.000;60.544
20:28:53.680;44499;70.000;60.226
20:28:53.787;44599;70.000;59.880
20:28:53.895;44699;70.000;59.994
20:28:54.006;44799;70.000;60.082
20:28:54.010;44899;70.000;60.103
20:28:54.119;44999;70.000;60.072
20:28:54.229;45099;70.000;59.767
20:28:54.336;45199;70.000;60.229
20:28:54.442;45299;70.000;60.132
20:28:54.548;45399;70.000;60.128
20:28:54.656;45499;70.000;59.826
20:28:54.764;45599;70.000;59.813
20:28:54.874;45699;70.000;59.946
20:28:54.985;45799;70.000;59.800
20:28:55.093;45899;70.000;59.947
20:28:55.206;45999;70.000;60.384
20:28:55.209;46099;70.000;60.119
20:28:55.318;46199;70.000;59.907
20:28:55.426;46299;70.000;59.911
20:28:55.531;46399;70.000;59.922
20:28:55.636;46499;70.000;59.939
20:28:55.741;46599;70.000;60.008
20:28:55.850;46699;70.000;59.500
20:28:55.955;46799;70.000;60.112
20:28:56.061;46899;70.000;59.580
20:28:56.166;46999;70.000;59.810
20:28:56.271;47099;70.000;60.252
20:28:56.377;47199;70.000;60.026
20:28:56.480;47299;70.000;60.079
20:28:56.585;47399;70.000;59.747
20:28:56.691;47499;70.000;60.050
20:28:56.796;47599;70.000;59.966
20:28:56.901;47699;70.000;59.990
20:28:56.904;47799;70.000;60.141
20:28:57.006;47899;70.000;60.305
20:28:57.111;47999;70.000;59.935
20:28:57.216;48099;70.000;59.811
20:28:57.322;48199;80.000;60.000
20:28:57.426;48299;80.000;60.372
20:28:57.531;48399;80.000;60.287
20:28:57.635;48499;80.000;60.762
20:28:57.741;48599;80.000;61.152
20:28:57.845;48699;80.000;61.471
20:28:57.958;48799;80.000;61.386
20:28:58.069;48899;80.000;61.199
20:28:58.181;48999;80.000;61.484
20:28:58.291;49099;80.000;61.531
20:28:58.396;49199;80.000;61.887
20:28:58.501;49299;80.000;61.899
20:28:58.504;49399;80.000;62.268
20:28:58.606;49499;80.000;61.978
20:28:58.711;49599;80.000;62.871
20:28:58.820;49699;80.000;63.008
20:28:58.925;49799;80.000;63.401
20:28:59.037;49899;80.000;63.022
20:28:59.148;49999;80.000;63.420
20:28:59.257;50099;80.000;63.158
20:28:59.367;50199;80.000;63.143
20:28:59.476;50299;80.000;64.159
20:28:59.581;50399;80.000;64.037
20:28:59.688;50499;80.000;63.771
20:28:59.795;50599;80.000;64.122
20:28:59.901;50699;80.000;64.340
20:28:59.904;50799;80.000;64.393
20:29:00.009;50899;80.000;64.786
20:29:00.122;50999;80.000;64.725
20:29:00.232;51100;80.000;65.137
20:29:00.341;51199;80.000;65.180
20:29:00.450;51299;80.000;65.053
20:29:00.560;51399;80.000;65.131
20:29:00.666;51499;80.000;65.281
20:29:00.771;51600;80.000;66.058
20:29:00.876;51699;80.000;65.293
20:29:00.981;51799;80.000;65.200
20:29:01.086;51899;80.000;66.632
20:29:01.191;51999;80.000;66.434
20:29:01.297;52099;80.000;66.538
20:29:01.404;52199;80.000;65.665
20:29:01.407;52299;80.000;66.783
20:29:01.511;52399;80.000;66.777
20:29:01.622;52499;80.000;66.330
20:29:01.733;52599;80.000;66.813
20:29:01.845;52699;80.000;67.904
20:29:01.954;52799;80.000;66.951
20:29:02.062;52899;80.000;67.229
20:29:02.171;52999;80.000;67.232
20:29:02.281;53099;80.000;67.499
20:29:02.391;53199;80.000;67.521
20:29:02.503;53299;80.000;67.734
20:29:02.505;53399;80.000;67.545
20:29:02.611;53499;80.000;67.851
20:29:02.715;53599;80.000;67.964
20:29:02.821;53699;80.000;68.724
20:29:02.926;53799;80.000;67.922
20:29:03.030;53899;80.000;68.068
20:29:03.138;53999;80.000;68.890
20:29:03.247;54099;80.000;68.639
20:29:03.356;54199;80.000;68.344
20:29:03.465;54299;80.000;68.650
20:29:03.576;54399;80.000;68.366
20:29:03.688;54499;80.000;68.752
20:29:03.799;54599;80.000;68.703
20:29:03.906;54699;80.000;69.188
20:29:03.908;54799;80.000;68.916
20:29:04.016;54899;80.000;68.741
20:29:04.124;54999;80.000;68.810
20:29:04.237;55099;80.000;69.316
20:29:04.347;55199;80.000;69.357
20:29:04.459;55299;80.000;69.233
20:29:04.571;55399;80.000;69.348
20:29:04.683;55499;80.000;69.297
20:29:04.794;55599;80.000;69.316
20:29:04.906;55699;80.000;69.426
20:29:04.908;55799;80.000;69.506
20:29:05.017;55899;80.000;69.486
20:29:05.125;55999;80.000;69.656
20:29:05.235;56099;80.000;69.053
20:29:05.347;56199;80.000;69.701
20:29:05.457;56299;80.000;69.649
20:29:05.566;56399;50.000;70.727
20:29:05.674;56499;50.000;68.970
20:29:05.785;56599;50.000;69.703
20:29:05.898;56699;50.000;68.859
20:29:06.005;56799;50.000;67.680
20:29:06.007;56899;50.000;69.033
20:29:06.115;56999;50.000;67.762
20:29:06.223;57099;50.000;67.559
20:29:06.332;57199;50.000;67.812
20:29:06.443;57300;50.000;69.106
20:29:06.550;57399;50.000;67.940
20:29:06.657;57499;50.000;67.393
20:29:06.766;57599;50.000;68.364
20:29:06.871;57699;50.000;67.301
20:29:06.976;57799;50.000;66.089
20:29:07.080;57899;50.000;68.491
20:29:07.188;57999;50.000;66.297
20:29:07.298;58099;50.000;67.567
20:29:07.410;58199;50.000;66.504
20:29:07.413;58299;50.000;68.087
20:29:07.521;58399;50.000;66.312
20:29:07.626;58499;50.000;65.515
20:29:07.734;58599;50.000;67.980
20:29:07.842;58699;50.000;66.187
20:29:07.952;58799;50.000;66.883
20:29:08.061;58900;50.000;67.116
20:29:08.169;58999;50.000;65.810
20:29:08.277;59099;50.000;65.698
20:29:08.388;59199;50.000;67.228
20:29:08.495;59299;50.000;65.218
20:29:08.606;59399;50.000;64.119
20:29:08.608;59499;50.000;65.841
20:29:08.714;59599;50.000;65.512
20:29:08.825;59699;50.000;64.924
20:29:08.936;59799;50.000;63.528
20:29:09.048;59899;50.000;66.023
20:29:09.159;59999;50.000;65.262
20:29:09.268;60099;50.000;64.337
20:29:09.377;60199;50.000;64.802
20:29:09.488;60299;50.000;64.677
20:29:09.595;60399;50.000;66.228
20:29:09.706;60499;50.000;65.413
20:29:09.709;60599;50.000;64.988
20:29:09.814;60699;50.000;63.262
20:29:09.921;60799;50.000;64.419
20:29:10.026;60899;50.000;64.467
20:29:10.131;60999;50.000;65.604
20:29:10.237;61099;50.000;64.170
20:29:10.347;61199;50.000;64.651
20:29:10.459;61299;50.000;64.186
20:29:10.566;61399;50.000;64.455
20:29:10.671;61499;50.000;63.744
20:29:10.776;61599;50.000;64.893
20:29:10.881;61699;50.000;64.427
20:29:10.988;61799;50.000;63.465
20:29:11.095;61899;50.000;64.023
20:29:11.200;61999;50.000;64.626
20:29:11.202;62099;50.000;63.814
20:29:11.308;62199;50.000;64.932
20:29:11.419;62299;50.000;63.768
20:29:11.526;62399;50.000;63.075
20:29:11.634;62499;50.000;64.709
20:29:11.745;62599;50.000;63.538
20:29:11.856;62699;50.000;64.505
20:29:11.965;62799;50.000;63.258
20:29:12.071;62899;50.000;63.413
20:29:12.181;62999;50.000;64.117
20:29:12.293;63099;50.000;64.574
20:29:12.401;63199;50.000;64.466
20:29:12.403;63299;50.000;63.853
20:29:12.506;63399;50.000;63.140
20:29:12.611;63499;50.000;63.357
20:29:12.718;63599;50.000;64.277
20:29:12.828;63699;50.000;63.470
20:29:12.936;63799;50.000;62.850
20:29:13.045;63899;50.000;63.716
20:29:13.156;63999;50.000;62.873
20:29:13.267;64099;50.000;64.278
20:29:13.379;64199;50.000;63.698
20:29:13.489;64299;50.000;63.880
20:29:13.601;64399;50.000;64.003
20:29:13.602;64499;50.000;62.661
20:29:13.712;64599;50.000;63.020
20:29:13.825;64699;50.000;63.210
20:29:13.931;64799;50.000;62.757
20:29:14.036;64899;50.000;63.539
20:29:14.141;64999;50.000;62.966
20:29:14.247;65099;50.000;62.697
20:29:14.351;65199;50.000;62.652
20:29:14.462;65299;50.000;62.331
20:29:14.575;65399;50.000;62.637
20:29:14.686;65499;50.000;62.935
20:29:14.797;65599;50.000;63.951
20:29:14.906;65699;50.000;62.972
20:29:14.909;65799;50.000;63.541
20:29:15.011;65899;50.000;62.878
20:29:15.116;65999;50.000;63.087
20:29:15.221;66099;50.000;64.312
20:29:15.326;66199;50.000;63.294
20:29:15.433;66299;50.000;62.788
20:29:15.542;66399;50.000;62.472
20:29:15.655;66499;50.000;63.165
20:29:15.765;66599;50.000;62.639
20:29:15.872;66699;50.000;62.736
20:29:15.980;66799;50.000;62.352
20:29:16.090;66899;50.000;62.504
20:29:16.200;66999;50.000;63.149
20:29:16.202;67099;50.000;62.535
20:29:16.310;67199;50.000;60.642
20:29:16.422;67299;50.000;62.565
20:29:16.530;67399;50.000;62.153
20:29:16.636;67499;50.000;61.875
20:29:16.741;67599;50.000;62.727
20:29:16.846;67699;50.000;62.024
20:29:16.952;67799;50.000;61.924
20:29:17.062;67900;50.000;62.202
20:29:17.171;67999;50.000;62.416
20:29:17.282;68099;50.000;62.465
20:29:17.394;68199;50.000;62.791
20:29:17.501;68299;50.000;62.630
20:29:17.504;68399;50.000;62.683
20:29:17.606;68499;50.000;62.926
20:29:17.711;68599;50.000;61.963
20:29:17.815;68699;50.000;62.312
20:29:17.921;68799;50.000;62.198
20:29:18.026;68899;50.000;63.286
20:29:18.131;68999;50.000;61.847
20:29:18.236;69099;50.000;62.101
20:29:18.341;69199;50.000;62.124
20:29:18.446;69299;50.000;62.907
20:29:18.553;69399;50.000;61.530
20:29:18.665;69499;50.000;62.073
20:29:18.771;69599;50.000;61.894
20:29:18.880;69699;50.000;62.164
20:29:18.992;69799;50.000;62.081
20:29:19.099;69899;50.000;61.974
20:29:19.101;69999;50.000;62.948
20:29:19.209;70099;50.000;61.960
20:29:19.316;70199;50.000;64.449
20:29:19.425;70299;50.000;62.602
20:29:19.534;70399;50.000;61.932
20:29:19.645;70499;50.000;62.016
20:29:19.757;70599;50.000;61.748
20:29:19.869;70699;30.000;60.757
20:29:19.982;70799;30.000;60.987
20:29:20.090;70899;30.000;60.659
20:29:20.195;70999;30.000;60.678
20:29:20.305;71099;30.000;59.869
20:29:20.306;71199;30.000;60.229
20:29:20.411;71299;30.000;58.387
20:29:20.516;71399;30.000;58.804
20:29:20.627;71499;30.000;59.424
20:29:20.738;71599;30.000;58.618
20:29:20.849;71699;30.000;58.107
20:29:20.958;71799;30.000;58.083
20:29:21.068;71899;30.000;55.441
20:29:21.180;71999;30.000;57.899
20:29:21.292;72099;30.000;57.329
20:29:21.403;72199;30.000;57.267
20:29:21.405;72299;30.000;56.333
20:29:21.511;72399;30.000;56.672
20:29:21.616;72499;30.000;54.813
20:29:21.722;72599;30.000;56.624
20:29:21.830;72699;30.000;53.755
20:29:21.939;72799;30.000;53.548
20:29:22.048;72899;30.000;53.469
20:29:22.159;72999;30.000;55.558
20:29:22.270;73099;30.000;55.846
20:29:22.380;73200;30.000;54.787
20:29:22.491;73299;30.000;54.025
20:29:22.600;73399;30.000;53.610
20:29:22.603;73499;30.000;53.477
