;ms;sp;fb
20:34:36.520;274399;0.000;14.105
20:34:36.632;274499;0.000;15.391
20:34:36.742;274599;0.000;14.206
20:34:36.852;274699;0.000;13.854
20:34:36.964;274799;0.000;13.947
20:34:36.966;274899;0.000;16.273
20:34:37.073;274999;0.000;14.371
20:34:37.180;275099;0.000;13.942
20:34:37.292;275199;0.000;15.199
20:34:37.404;275299;0.000;16.781
20:34:37.511;275399;0.000;14.238
20:34:37.616;275499;0.000;14.857
20:34:37.721;275599;0.000;14.383
20:34:37.826;275699;0.000;15.012
20:34:37.932;275799;0.000;16.860
20:34:38.043;275899;0.000;15.198
20:34:38.154;275999;0.000;15.037
20:34:38.261;276099;0.000;13.997
20:34:38.370;276199;0.000;16.575
20:34:38.372;276299;0.000;15.687
20:34:38.481;276399;0.000;14.245
20:34:38.592;276499;0.000;15.182
20:34:38.702;276599;0.000;17.062
20:34:38.814;276699;0.000;14.579
20:34:38.924;276799;0.000;14.328
20:34:39.035;276899;0.000;14.425
20:34:39.147;276999;0.000;14.111
20:34:39.259;277099;0.000;14.820
20:34:39.367;277199;0.000;14.706
20:34:39.371;277299;0.000;14.303
20:34:39.476;277399;0.000;15.225
20:34:39.588;277499;0.000;14.433
20:34:39.699;277599;0.000;14.931
20:34:39.809;277699;0.000;17.163
20:34:39.919;277799;0.000;14.437
20:34:40.030;277899;0.000;13.941
20:34:40.139;277999;0.000;15.333
20:34:40.249;278099;0.000;14.757
20:34:40.361;278199;0.000;16.404
20:34:40.471;278299;0.000;15.855
20:34:40.473;278399;0.000;14.315
20:34:40.581;278499;0.000;14.510
20:34:40.691;278599;0.000;14.010
20:34:40.799;278699;0.000;14.239
20:34:40.909;278799;0.000;14.751
20:34:41.019;278899;0.000;14.629
