hora;direcao;linha
19:29:24.952;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.953;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.955;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.956;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.957;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.958;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.959;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.960;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.961;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.962;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.964;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.965;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.966;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.967;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.968;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.969;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.973;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.974;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.975;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.975;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.976;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.978;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.979;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.980;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.982;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.983;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.984;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.985;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.986;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.987;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.988;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.989;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.990;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.991;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.992;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.992;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.994;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.995;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.996;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:24.998;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:25.000;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:25.004;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:25.007;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:25.010;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:25.013;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:25.016;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:25.019;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:25.021;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:25.024;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:25.026;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:25.029;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:25.032;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:25.034;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
19:29:25.036;RX;"0;1.416;3.045;1.967;1.923;1.835;2.077;15;27;19;24;21;22"
